title,DICD,total_profit,Name
"달콤한 거짓말",20131894,3122965500,김형주
청년경찰,20112387,44382020516,김주환
"조선명탐정 : 각시투구꽃의 비밀",20112387,35841769500,김주환
불량남녀,20112387,3562190000,김주환
"악마를 보았다",20112387,13403595000,김주환
"악마를 보았다",20112387,13919416500,김주환
공조,20128773,63783051326,김성훈
"마이 리틀 히어로",20128773,1302907128,김성훈
사냥,20204507,4912658515,김덕근
조선마술사,20204507,4650016527,김덕근
"바람의 파이터",20148091,8769832000,차준호
"바람의 파이터",20148091,9158945500,차준호
"번개맨과 신비의 섬",20302509,486548700,김지열
"뽀로로 극장판 공룡섬 대모험",20216346,6226832300,박지인
장산범,20216346,10341783083,박지인
군함도,20216346,50510565168,박지인
"바람의 파이터",20302409,8769832000,김영석
"바람의 파이터",20302409,9158945500,김영석
"살인자의 기억법",20302369,21375287492,이승원
용의자,20302369,30037161000,이승원
트럭,20302369,3730899000,이승원
"어깨 너머의 연인",20302369,1974664500,이승원
실미도,10061911,10923920500,정순애
"R2B: 리턴투베이스",20175840,8525038871,최승연
"꿈은 이루어진다",20175840,718090000,최승연
비밀애,10073226,1206812000,"노구치 테루오"
꼭두각시,20124877,227941500,임진승
초능력자,20124877,15374798000,임진승
"브라보 마이 라이프",20124877,460596500,임진승
"못말리는 결혼",20124877,7712339500,임진승
"댄서의 순정",20124877,11674131000,임진승
된장,20206966,334175900,김용운
"그날, 바다",20166532,4445790528,오희정
"더 플랜",20166532,263526895,오희정
플랜맨,20221426,4547866558,김수정
하하하,20221426,428376400,김수정
잠복근무,20221426,9590663500,김수정
"저수지 게임",20285310,985725100,김보람
산상수훈,20281369,335696650,유영의
용의자,20291469,30037161000,김정현
"서서평, 천천히 평온하게",20275649,881663400,홍주연
"R2B: 리턴투베이스",10072715,8525038871,최종구
무도리,10072715,363899000,최종구
리턴,20235306,4271865500,최석원
비밥바룰라,20289230,322062200,이성재
귀향,10043363,27248705990,안선경
"슈퍼 빼꼼: 스파이 대작전",10058661,712734900,임아론
"빼꼼의 머그잔 여행",10058661,559367500,임아론
"서서평, 천천히 평온하게",10007504,881663400,남기웅
"제자, 옥한흠",10004440,366717200,김상철
"역모-반란의 시대",20283069,218173300,김홍선
"반드시 잡는다",20125826,3326439772,김홍선
기술자들,20125826,19894297783,김홍선
공모자들,20125826,7965119500,김홍선
공모자들,20125826,12240964500,김홍선
"뽀로로 극장판 공룡섬 대모험",20167741,6226832300,김현호
"뽀로로 극장판 컴퓨터 왕국 대모험",20167741,3293753700,김현호
"뽀로로 극장판 슈퍼썰매 대모험",20167741,6826959500,김현호
"뽀로로 극장판 눈요정 마을 대모험",20167741,1289929200,김현호
"아이 캔 스피크",10006261,25539734986,김현석
쎄시봉,10006261,13571515911,김현석
열한시,10006261,6097792000,김현석
"시라노; 연애조작단",10006261,19838443000,김현석
스카우트,10006261,1899792000,김현석
"광식이 동생 광태",10006261,12811265009,김현석
자백,20113064,1131393200,김재환
사냥,10005015,4912658515,김영조
응징자,10004904,1388412500,김양희
"원더풀 라디오",10004904,7255598000,김양희
"불꽃처럼 나비처럼",10004904,12302961500,김양희
마파도2,10004904,8362778700,김양희
소원,10004610,18529880600,김성욱
"못말리는 결혼",10004610,7712339500,김성욱
"여선생 VS 여제자",10004610,5265267506,김성욱
속닥속닥,10072304,1900914300,최상훈
백프로,10072304,284106600,최상훈
마음이...,10072304,4639709300,최상훈
마마,10003461,1642407500,"기예르모 델 토로"
"미안해 사랑해 고마워",20155901,359247800,윤정진
"탐정 : 더 비기닝",20155901,20463956973,윤정진
소녀괴담,20155901,3554806054,윤정진
동창생,20155901,7010197126,윤정진
"강철대오:구국의 철가방",20155901,1614867156,윤정진
간첩,20155901,9316548500,윤정진
고지전,20155901,21968680600,윤정진
의형제,20155901,40153729000,윤정진
"영화는 영화다",20155901,8967441000,윤정진
7호실,20211466,2677284639,정혜진
동주,10040499,8870143589,신연식
"개를 훔치는 완벽한 방법",10040499,2329754965,신연식
"배우는 배우다",10040499,811844000,신연식
"아기와 나",20112723,2641412500,손태겸
사랑니,10001439,867603000,고경아
"귀신이 산다",10001439,11898748500,고경아
"신과함께-죄와 벌",20189544,115706188137,최용수
"님아, 그 강을 건너지 마오",20179941,37356780079,진모영
"여고괴담 5",20135785,4158738000,이윤형
"임금님의 사건수첩",20125803,12651193723,문현성
코리아,20125803,13448848500,문현성
7광구,20125803,19391653500,문현성
요가학원,20125803,1927358500,문현성
"화려한 휴가",20125803,44098470600,문현성
"다시 태어나도 우리",20243709,295699943,문창용
애인,10056203,625824000,이숭환
남영동1985,10062253,2358629601,정지영
"부러진 화살",10062253,25937216000,정지영
"신과함께-죄와 벌",10054496,115706188137,윤종석
마린보이,10054496,5503176500,윤종석
"루시드 드림",20122844,759481000,김준성
"넛잡 2",20187750,3069388100,"캘런 브런커"
남한산성,10090050,31225419792,황동혁
"수상한 그녀",10090050,62697419249,황동혁
