﻿pro_rank,title,open_date,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor,actorS,D,DsumP,DavgP,DminP,DmaxP,mc,MsumP,MavgP,MminP,MmaxP,A,AsumP,AavgP,AminP,AmaxP,Ass,ASsumP,ASavgP,ASminP,ASmaxP
781,돈 텔 파파,2004.9.3,902219500,142682,142682,81,2022,기획시대(주),씨제이엔터테인먼트,15세관람가,코미디,이상훈,정웅인,유승호,이상훈,12746023200,4248674400,902219500,8362778700,기획시대(주),56036769100,9339461517,625824000,44098470600,정웅인,4692126500,1564042167,308882000,3481025000,유승호,23232790500,5808197625,459533500,18390012500
294,돈의 맛,2012.5.17,8780178611,1166018,1166018,643,36922,휠므빠말주식회사,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",청소년관람불가,드라마,임상수,김강우,백윤식,임상수,34141183775,6828236755,1054470664,17038639000,휠므빠말주식회사,8780178611,8780178611,8780178611,8780178611,김강우,60315989546,6701776616,304884500,18979312500,백윤식,26405680415,3772240059,460596500,8780178611
972,돌려차기,2004.7.23,253673000,41259,41259,53,1801,(주)씨네이천,(주)시네마서비스,12세관람가,코미디,남상국,박지연,현빈,남상국,253673000,253673000,253673000,253673000,(주)씨네이천,88153649881,11019206235,253673000,39869706381,박지연,253673000,253673000,253673000,253673000,현빈,253673000,253673000,253673000,253673000
808,돌연변이,2015.10.22,748936684,100543,100543,399,6828,영화사 우상,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,이광수,이천희,권오광,748936684,748936684,748936684,748936684,영화사 우상,748936684,748936684,748936684,748936684,이광수,748936684,748936684,748936684,748936684,이천희,748936684,748936684,748936684,748936684
875,돌이킬 수 없는,2010.11.4,465532500,64371,64371,204,8780,(주)재크필름,㈜케이디미디어,15세이상관람가,"미스터리,드라마",박수영,천보근,이정진,박수영,465532500,465532500,465532500,465532500,(주)재크필름,465532500,465532500,465532500,465532500,천보근,465532500,465532500,465532500,465532500,이정진,15913875000,3978468750,465532500,7255598000
540,동갑내기 과외하기 레슨 2,2007.4.19,3309177500,514669,514669,262,19504,(주)프라임엔터테인먼트,씨제이엔터테인먼트,12세이상관람가,"코미디,멜로/로맨스","지길웅,김호정",이청아,박기웅,"지길웅,김호정",3309177500,3309177500,3309177500,3309177500,(주)프라임엔터테인먼트,17536356501,4384089125,1777803000,9807963501,이청아,3309177500,3309177500,3309177500,3309177500,박기웅,52010064913,26005032457,3309177500,48700887413
289,동주,2016.2.17,8870143589,1169335,1169335,543,39888,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,강하늘,박정민,이준익,1.94122E+11,21569127399,7874566500,66014775400,(주) 루스이소니도스,8870143589,8870143589,8870143589,8870143589,강하늘,12424949643,6212474822,3554806054,8870143589,박정민,8870143589,8870143589,8870143589,8870143589
356,동창생,2013.11.6,7010197126,1048280,1048280,660,36401,"더램프(주),(주)황금물고기",(주)쇼박스,15세이상관람가,"액션,드라마",박홍수,최승현,한예리,박홍수,7010197126,7010197126,7010197126,7010197126,"더램프(주),(주)황금물고기",7010197126,7010197126,7010197126,7010197126,최승현,52600933830,17533644610,7010197126,32373120927,한예리,9626870555,4813435278,2616673429,7010197126
759,동해물과 백두산이,2003.12.31,1041877500,163194,163194,21,2067,"(주)영화사샘,(주)쇼박스",(주)쇼박스,15세관람가,코미디,안진우,정준호,공형진,안진우,2457151600,1228575800,1041877500,1415274100,"(주)영화사샘,(주)쇼박스",1041877500,1041877500,1041877500,1041877500,정준호,49800133000,9960026600,1041877500,31959686000,공형진,4244266000,1414755333,706033000,2496355500
929,된장,2010.10.21,334175900,45165,45165,112,4657,필름있수다,"씨제이엔터테인먼트,GV 엔터테인먼트",12세이상관람가,"미스터리,드라마",이서군,류승룡,이요원,이서군,334175900,334175900,334175900,334175900,필름있수다,26228374799,6557093700,334175900,13944930000,류승룡,1.23816E+11,20635969942,334175900,91431950670,이요원,11575188900,5787594450,334175900,11241013000
563,두 개의 달,2012.7.12,2949348748,426706,426706,347,16810,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,공포(호러),김동빈,박한별,김지석,김동빈,4262806248,2131403124,1313457500,2949348748,"(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트",2949348748,2949348748,2949348748,2949348748,박한별,2949348748,2949348748,2949348748,2949348748,김지석,2949348748,2949348748,2949348748,2949348748
869,두 개의 문,2012.6.21,488796800,71133,71133,47,2342,성소수문화환경을 위한 모임 '연분홍치마',(주)시네마달,15세이상관람가,다큐멘터리,"김일란,홍지유",정태현,이종걸,"김일란,홍지유",488796800,488796800,488796800,488796800,성소수문화환경을 위한 모임 '연분홍치마',488796800,488796800,488796800,488796800,정태현,488796800,488796800,488796800,488796800,이종걸,488796800,488796800,488796800,488796800
879,두 남자,2016.11.30,459566121,60365,60365,397,7199,(주)엠씨엠씨,씨네그루(주)키다리이엔티,청소년관람불가,"범죄,액션",이성태,마동석,최민호,이성태,459566121,459566121,459566121,459566121,(주)엠씨엠씨,49160453534,24580226767,459566121,48700887413,마동석,4436906821,1109226705,459566121,2090877200,최민호,459566121,459566121,459566121,459566121
904,두 번의 결혼식과 한 번의 장례식,2012.6.21,380012644,50894,50894,67,2593,"청년필름(주),한국게이인권운동단체 친구사이",(주)영화사 진진,15세이상관람가,"코미디,멜로/로맨스",김조광수,김동윤,류현경,김조광수,380012644,380012644,380012644,380012644,"청년필름(주),한국게이인권운동단체 친구사이",380012644,380012644,380012644,380012644,김동윤,380012644,380012644,380012644,380012644,류현경,7339593944,2446531315,271945300,6687636000
832,두 번째 사랑,2007.6.21,655033000,99430,99430,93,6814,"나우필름(주),복스3 필름",(주)프라임엔터테인먼트,청소년관람불가,"드라마,멜로/로맨스",김진아,하정우,파미가 베라,김진아,655033000,655033000,655033000,655033000,"나우필름(주),복스3 필름",655033000,655033000,655033000,655033000,하정우,3.30423E+11,27535234710,619287500,57570773000,파미가 베라,655033000,655033000,655033000,655033000
692,두 사람이다,2007.8.22,1505964500,224341,224341,190,11411,"영화사행복,㈜모가비픽쳐스","영화사청어람(주),(주)엠엔에프씨",청소년관람불가,공포(호러),오기환,윤진서,이새별,오기환,17580131979,5860043993,1505964500,11706585100,"영화사행복,㈜모가비픽쳐스",1505964500,1505964500,1505964500,1505964500,윤진서,1505964500,1505964500,1505964500,1505964500,이새별,2100047000,1050023500,594082500,1505964500
455,두 얼굴의 여친,2007.9.13,4586849000,700417,700417,382,28774,(주)화인웍스,(주)쇼박스,15세이상관람가,"멜로/로맨스,코미디",이석훈,봉태규,정려원,이석훈,2.25043E+11,37507099071,4586849000,66372140706,(주)화인웍스,10311115430,3437038477,1084557130,4639709300,봉태규,11409061500,2852265375,227157000,4817252500,정려원,4586849000,4586849000,4586849000,4586849000
772,두 여자,2010.11.18,967522000,129576,129576,216,10114,(주)케이앤엔터테인먼트,씨제이엔터테인먼트,청소년관람불가,"멜로/로맨스,드라마",정윤수,문소연,정준호,정윤수,20034360500,6678120167,967522000,12062180000,(주)케이앤엔터테인먼트,967522000,967522000,967522000,967522000,문소연,967522000,967522000,967522000,967522000,정준호,38148196100,9537049025,967522000,20091127000
384,두근두근 내 인생,2014.9.3,6256243213,818966,818966,629,16737,영화사 집,씨제이이앤엠(주),12세이상관람가,드라마,이재용,송혜교,김승욱,이재용,26071057647,5214211529,884934300,12291081634,영화사 집,2.51054E+11,27894937454,6256243213,58068236865,송혜교,28478148847,5695629769,713525000,12291081634,김승욱,18547324847,9273662424,6256243213,12291081634
392,두근두근 내 인생,2014.9.3,12291081634,805635,1624601,548,23421,영화사 집,씨제이이앤엠(주),12세이상관람가,드라마,이재용,송혜교,김승욱,이재용,26071057647,5214211529,884934300,12291081634,영화사 집,2.51054E+11,27894937454,6256243213,58068236865,송혜교,28478148847,5695629769,713525000,12291081634,김승욱,18547324847,9273662424,6256243213,12291081634
698,"두뇌유희프로젝트, 퍼즐",2006.9.14,1450490000,228385,228385,181,10574,눈엔터테인먼트(주),(주)시네마서비스,18세관람가,"범죄,스릴러",김태경,문성근,주진모,김태경,8457410500,2819136833,1067080000,5939840500,눈엔터테인먼트(주),1450490000,1450490000,1450490000,1450490000,문성근,6108842000,2036280667,311840500,4346511500,주진모,84959849813,21239962453,1450490000,36292848900
982,두레소리,2012.5.10,234535500,35340,35340,132,2620,주식회사 제이오엔터테인먼트코리아,(주)명필름,12세이상관람가,드라마,조정래,김슬기,조아름,조정래,27483241490,13741620745,234535500,27248705990,주식회사 제이오엔터테인먼트코리아,27483241490,13741620745,234535500,27248705990,김슬기,234535500,234535500,234535500,234535500,조아름,234535500,234535500,234535500,234535500
38,디워,2007.8.1,49340084700,7855474,7855474,622,96439,㈜영구아트,(주)쇼박스,12세이상관람가,"액션,판타지",심형래,브룩스 아만다,베어 제이슨,심형래,67852075700,33926037850,18511991000,49340084700,㈜영구아트,67852075700,33926037850,18511991000,49340084700,브룩스 아만다,49340084700,49340084700,49340084700,49340084700,베어 제이슨,49340084700,49340084700,49340084700,49340084700
520,또 하나의 약속,2014.2.6,3541402400,498670,498670,192,14853,"(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",(주)오에이엘,12세이상관람가,드라마,김태윤,우혜영,박철민,김태윤,5617924700,2808962350,2076522300,3541402400,"(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스",3541402400,3541402400,3541402400,3541402400,우혜영,3541402400,3541402400,3541402400,3541402400,박철민,37917953300,9479488325,314542400,19391653500
790,똥파리,2009.4.16,842501700,122770,122770,75,5309,몰필름,(주)영화사 진진,청소년관람불가,드라마,양익준,양익준,김꽃비,양익준,842501700,842501700,842501700,842501700,몰필름,842501700,842501700,842501700,842501700,양익준,842501700,842501700,842501700,842501700,김꽃비,842501700,842501700,842501700,842501700
635,뚝방전설,2006.9.7,2132943200,334989,338737,180,13427,(주)싸이더스,(주)쇼박스,18세관람가,"액션,코미디",조범구,박건형,송요셉,조범구,53904844656,17968281552,2132943200,28811011456,(주)싸이더스,1.56245E+11,7102062500,386192500,32373120927,박건형,13807074200,6903537100,2132943200,11674131000,송요셉,5537907100,1384476775,969489100,2132943200
498,뜨거운 것이 좋아,2008.1.17,3790477000,578732,578732,256,20611,(주)시네마서비스,(주)시네마서비스,15세이상관람가,드라마,권칠인,이미숙,김민희,권칠인,17471577500,4367894375,566731000,7255598000,(주)시네마서비스,90810602258,8255509296,599122500,20091127000,이미숙,3790477000,3790477000,3790477000,3790477000,김민희,48679780346,6954254335,664322100,18459203000
935,뜨거운 안녕,2013.5.30,315291000,47105,47105,172,3497,"(주)홍필름,(주)수필름",(주)나이너스엔터테인먼트,12세이상관람가,드라마,남택수,이홍기,마동석,남택수,315291000,315291000,315291000,315291000,"(주)홍필름,(주)수필름",1517254479,758627239.5,315291000,1201963479,이홍기,315291000,315291000,315291000,315291000,마동석,73861883206,12310313868,315291000,18089137369
707,라듸오 데이즈,2008.1.31,1394050500,210525,210525,253,11497,(주)싸이더스,(주)싸이더스,12세이상관람가,코미디,하기호,류승범,이종혁,하기호,4010723929,2005361965,1394050500,2616673429,(주)싸이더스,1.56245E+11,7102062500,386192500,32373120927,류승범,39981252364,4442361374,426257300,11241013000,이종혁,10538363500,2634590875,1394050500,3743082000
260,라디오 스타,2006.9.28,9860797500,1590685,1590685,244,38934,"(주)영화사아침,(주)씨네월드",(주)시네마서비스,12세관람가,드라마,이준익,박중훈,안성기,이준익,1.94122E+11,21569127399,7874566500,66014775400,"(주)영화사아침,(주)씨네월드",9860797500,9860797500,9860797500,9860797500,박중훈,29474762000,4912460333,362910000,9860797500,안성기,79482626056,13247104343,3443753000,28811011456
144,라스트 갓파더,2010.12.29,18511991000,2541603,2541603,547,46450,㈜영구아트,씨제이엔터테인먼트,12세이상관람가,코미디,심형래,심형래,마이클 리스폴리,심형래,67852075700,33926037850,18511991000,49340084700,㈜영구아트,67852075700,33926037850,18511991000,49340084700,심형래,18511991000,18511991000,18511991000,18511991000,마이클 리스폴리,18511991000,18511991000,18511991000,18511991000
819,라이어,2004.4.23,706033000,108156,108156,51,3092,씨앤필름(주),씨제이엔터테인먼트,18세관람가,"코미디,멜로/로맨스",김경형,주진모,공형진,김경형,706033000,706033000,706033000,706033000,씨앤필름(주),14701462000,3675365500,706033000,6792339000,주진모,27751311500,6937827875,706033000,13446137500,공형진,4244266000,1414755333,706033000,2496355500
202,러브픽션,2012.2.29,13200412500,1726202,1726202,617,44130,"(주)삼거리픽쳐스,(주)판타지오",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",전계수,하정우,공효진,전계수,13200412500,13200412500,13200412500,13200412500,"(주)삼거리픽쳐스,(주)판타지오",48767305300,24383652650,13200412500,35566892800,하정우,3.30423E+11,27535234710,619287500,57570773000,공효진,17933757000,5977919000,619287500,13200412500
29,럭키,2016.10.13,56445023256,6975571,6975571,1234,155990,(주)용필름,(주)쇼박스,15세이상관람가,코미디,이계벽,유해진,이준,이계벽,64823320256,32411660128,8378297000,56445023256,(주)용필름,72600852387,36300426194,16155829131,56445023256,유해진,60175922256,30087961128,3730899000,56445023256,이준,56445023256,56445023256,56445023256,56445023256
256,런닝맨,2013.4.4,10060239500,1422844,1422844,567,45995,"(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"액션,코미디",조동오,신하균,이민호,조동오,18641681600,9320840800,8581442100,10060239500,"(주)크리픽쳐스,이십세기폭스 인터내셔널 프로덕션",10060239500,10060239500,10060239500,10060239500,신하균,87352569028,10919071129,522848900,40328508500,이민호,10060239500,10060239500,10060239500,10060239500
711,레드 아이,2005.2.18,1313457500,210793,210793,86,7241,태창엔터테인먼트(주),영화사청어람(주),12세관람가,공포(호러),김동빈,송일국,장신영,김동빈,4262806248,2131403124,1313457500,2949348748,태창엔터테인먼트(주),1845876800,922938400,532419300,1313457500,송일국,1313457500,1313457500,1313457500,1313457500,장신영,5736797000,1912265667,1221713500,3201626000
607,레드카펫,2014.10.23,2405669580,316953,316953,385,17696,"씨네주(유),(주)누리픽쳐스",(주)프레인글로벌,15세이상관람가,"멜로/로맨스,코미디",박범수,윤계상,고준희,박범수,2405669580,2405669580,2405669580,2405669580,"씨네주(유),(주)누리픽쳐스",2405669580,2405669580,2405669580,2405669580,윤계상,16777298214,2796216369,531276500,5395201500,고준희,3460140244,1730070122,1054470664,2405669580
518,령,2004.6.17,3554937000,558807,558807,74,8781,㈜팝콘필름,(주)쇼박스,12세관람가,공포(호러),"김태경,이인규",김하늘,신이,"김태경,이인규",3554937000,3554937000,3554937000,3554937000,㈜팝콘필름,37974628500,7594925700,1797632500,17497165500,김하늘,56111597000,11222319400,363240500,26380710000,신이,13642245700,6821122850,3554937000,10087308700
609,로망스,2006.3.16,2376146100,371700,371700,173,13304,(주)엘제이필름,씨제이엔터테인먼트,18세관람가,멜로/로맨스,문승욱,조재현,김지수,문승욱,2376146100,2376146100,2376146100,2376146100,(주)엘제이필름,10235929500,2558982375,273120000,6648786000,조재현,24077100779,6019275195,255508579,20597497600,김지수,2376146100,2376146100,2376146100,2376146100
761,로맨틱 아일랜드,2008.12.24,1006594000,151105,151105,210,8036,㈜스토리팩토리,실버스푼,15세이상관람가,"멜로/로맨스,코미디",강철우,이선균,이수경,강철우,1006594000,1006594000,1006594000,1006594000,㈜스토리팩토리,1006594000,1006594000,1006594000,1006594000,이선균,63524629900,10587438317,281740900,27007303900,이수경,1006594000,1006594000,1006594000,1006594000
855,로맨틱 헤븐,2011.3.24,542739500,73729,73729,260,8914,(주)시네마서비스글로벌,(주)시네마서비스,12세이상관람가,드라마,장진,김수로,김동욱,장진,62826762799,6980751422,542739500,18567863300,(주)시네마서비스글로벌,59152296200,11830459240,542739500,24326346000,김수로,33194954100,4742136300,542739500,9693558300,김동욱,24653674000,8217891333,542739500,19330302500
522,"로봇, 소리",2016.1.27,3519595560,476665,476665,609,25500,"(주)영화사 좋은날,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,이호재,이성민,이희준,이호재,13605663060,6802831530,3519595560,10086067500,"(주)영화사 좋은날,(주)디씨지플러스",3519595560,3519595560,3519595560,3519595560,이성민,3519595560,3519595560,3519595560,3519595560,이희준,3519595560,3519595560,3519595560,3519595560
654,롤러코스터,2013.10.17,1913087600,270148,270148,374,14726,(주)판타지오픽쳐스,씨제이이앤엠(주),15세이상관람가,코미디,하정우,정경호,한성천,하정우,9323303169,4661651585,1913087600,7410215569,(주)판타지오픽쳐스,1913087600,1913087600,1913087600,1913087600,정경호,2997644730,1498822365,1084557130,1913087600,한성천,1913087600,1913087600,1913087600,1913087600
466,리턴,2007.8.8,4271865500,641848,641848,235,15221,"(주)아름다운영화사,로터스필름(주)",씨제이엔터테인먼트,청소년관람불가,"미스터리,스릴러",이규만,김명민,김병철,이규만,17851578000,8925789000,4271865500,13579712500,"(주)아름다운영화사,로터스필름(주)",4271865500,4271865500,4271865500,4271865500,김명민,1.4371E+11,15967822806,3443753000,35841769500,김병철,4271865500,4271865500,4271865500,4271865500
720,마강호텔,2007.2.22,1247345300,215817,215817,213,13301,(주)마인엔터테인먼트,(주)쇼박스,15세이상관람가,"코미디,드라마",최성철,김석훈,송요셉,최성철,1247345300,1247345300,1247345300,1247345300,(주)마인엔터테인먼트,1247345300,1247345300,1247345300,1247345300,김석훈,1574537300,787268650,327192000,1247345300,송요셉,5537907100,1384476775,969489100,2132943200
504,마담 뺑덕,2014.10.2,3728980590,471172,471172,536,21636,(주)영화사동물의왕국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스,임필성,정우성,이솜,임필성,11177354590,3725784863,1970260500,5478113500,(주)영화사동물의왕국,3728980590,3728980590,3728980590,3728980590,정우성,79169985808,11309997973,2139360500,28811011456,이솜,3728980590,3728980590,3728980590,3728980590
180,마당을 나온 암탉,2011.7.28,14670355000,2201809,2201809,363,39270,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,"오성윤,민성아",문소리,박철민,"오성윤,민성아",14670355000,14670355000,14670355000,14670355000,"(주)오돌또기 ,(주)명필름",14670355000,14670355000,14670355000,14670355000,문소리,51177912200,8529652033,384127000,26119699000,박철민,37917953300,9479488325,314542400,19391653500
130,마더,2009.5.28,19967462500,2979226,2979226,642,71404,(주)바른손이앤에이,씨제이엔터테인먼트,청소년관람불가,드라마,봉준호,김혜자,원빈,봉준호,2.18498E+11,54624429200,19967462500,67011377000,(주)바른손이앤에이,25885881400,8628627133,1970260500,19967462500,김혜자,22297217465,11148608733,2329754965,19967462500,원빈,35654643000,17827321500,15687180500,19967462500
413,마린보이,2009.2.5,5503176500,827647,827647,340,26345,리얼라이즈픽쳐스(주),씨제이엔터테인먼트,15세이상관람가,"액션,스릴러,범죄",윤종석,김강우,조재현,윤종석,5503176500,5503176500,5503176500,5503176500,리얼라이즈픽쳐스(주),5503176500,5503176500,5503176500,5503176500,김강우,60315989546,6701776616,304884500,18979312500,조재현,26090548642,6522637161,1424995500,16226580642
682,마마,2011.6.1,1642407500,243209,243209,269,12667,"씨네주(유),㈜더드림앤드픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,최익환,엄정화,김해숙,최익환,4117049000,2058524500,1642407500,2474641500,"씨네주(유),㈜더드림앤드픽쳐스",1642407500,1642407500,1642407500,1642407500,엄정화,50317650669,5590850074,274964000,15002458500,김해숙,10214751962,5107375981,1642407500,8572344462
802,마법천자문: 대마왕의 부활을 막아라,2010.8.19,776385500,119072,119072,180,5430,"(주)디엔에이프로덕션,디앤에이프로덕션",씨제이엔터테인먼트,전체관람가,애니메이션,윤영기,박현,인한국,윤영기,776385500,776385500,776385500,776385500,"(주)디엔에이프로덕션,디앤에이프로덕션",776385500,776385500,776385500,776385500,박현,776385500,776385500,776385500,776385500,인한국,776385500,776385500,776385500,776385500
24,마스터,2016.12.21,58068236865,7150586,7150586,1501,126927,영화사 집,씨제이이앤엠(주),15세이상관람가,"액션,범죄",조의석,이병헌,강동원,조의석,59006114265,29503057133,937877400,58068236865,영화사 집,2.51054E+11,27894937454,6256243213,58068236865,이병헌,2.43236E+11,30404518798,1744090200,88908642769,강동원,2.54935E+11,50986964344,36985578499,77319445264
813,마을금고 연쇄습격사건,2007.11.14,728085000,115637,115637,203,10396,"필름큐엔터테인먼트,(주)노비스엔터테인먼트",(주)쇼박스,15세이상관람가,코미디,박상준,최령,백윤식,박상준,5482586771,2741293386,728085000,4754501771,"필름큐엔터테인먼트,(주)노비스엔터테인먼트",728085000,728085000,728085000,728085000,최령,14919147000,4973049000,728085000,8851336500,백윤식,26405680415,3772240059,460596500,8780178611
453,마음이...,2006.10.26,4639709300,817939,817939,239,24141,(주)화인웍스,(주)쇼박스,전체관람가,드라마,"오달균,박은형",유승호,김향기,"오달균,박은형",4639709300,4639709300,4639709300,4639709300,(주)화인웍스,10311115430,3437038477,1084557130,4639709300,유승호,26998851469,5399770294,309575000,16226580642,김향기,5637089800,2818544900,997380500,4639709300
454,마음이2,2010.7.21,4630569000,696256,696256,262,20440,"북경금전영업유한공사,(주)씨엘엔터테인먼트,(주)화인웍스",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,드라마,이정철,달이,성동일,이정철,13754953000,4584984333,1073144500,8051239500,"북경금전영업유한공사,(주)씨엘엔터테인먼트,(주)화인웍스",4630569000,4630569000,4630569000,4630569000,달이,4630569000,4630569000,4630569000,4630569000,성동일,98162158973,16360359829,2647781500,57570773000
678,마이 뉴 파트너,2008.3.6,1699031500,260734,260734,220,15833,케이엠컬쳐㈜,(주)엠플러스픽쳐스,15세이상관람가,"액션,코미디",김종현,안성기,이창민,김종현,11246440542,3748813514,1699031500,5474392042,케이엠컬쳐㈜,89062460742,11132807593,447691500,57570773000,안성기,33623392115,8405848029,1074486100,25937216000,이창민,45797502100,22898751050,1699031500,44098470600
713,마이 리틀 히어로,2013.1.9,1302907128,185978,185978,341,11677,굿초이스컷픽쳐스(주),씨제이이앤엠(주),전체관람가,드라마,김성훈,김래원,지대한,김성훈,1.45561E+11,29112267872,1302907128,57530028417,굿초이스컷픽쳐스(주),24433096021,12216548011,1302907128,23130188893,김래원,22089545628,5522386407,1302907128,7780811000,지대한,1302907128,1302907128,1302907128,1302907128
614,마이 블랙 미니드레스,2011.3.24,2318884500,313953,313953,325,20166,(주)토리픽쳐스,씨제이이앤엠(주),15세이상관람가,드라마,허인무,윤은혜,박한별,허인무,14227049000,4742349667,2318884500,7652767000,(주)토리픽쳐스,2318884500,2318884500,2318884500,2318884500,윤은혜,2318884500,2318884500,2318884500,2318884500,박한별,4246243000,2123121500,1927358500,2318884500
166,마이 웨이,2011.12.21,15995187000,2142670,2142670,645,52027,(주)디렉터스,"에스케이플래닛(주),씨제이이앤엠(주)",15세이상관람가,"전쟁,액션,드라마",강제규,장동건,오다기리 조,강제규,40420232143,13473410714,8737864643,15995187000,(주)디렉터스,15995187000,15995187000,15995187000,15995187000,장동건,36607220300,12202406767,4924852800,15995187000,오다기리 조,16590425500,8295212750,595238500,15995187000
828,마이 캡틴 김대출,2006.4.20,663144000,107904,107904,165,6324,(주)진인사필름,(주)스튜디오이쩜영,12세관람가,"코미디,드라마",송창수,정재영,장서희,송창수,663144000,663144000,663144000,663144000,(주)진인사필름,11753826500,5876913250,663144000,11090682500,정재영,1.26748E+11,9053463904,663144000,25437192500,장서희,12561892500,6280946250,663144000,11898748500
407,마이 파더,2007.9.6,5641848000,901055,901055,342,31444,"시네라인투(주),시네라인㈜인네트",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,가족",황동혁,김영철,다니엘 헤니,황동혁,1.03906E+11,34635386683,5641848000,62697419249,"시네라인투(주),시네라인㈜인네트",6765782000,3382891000,1123934000,5641848000,김영철,5641848000,5641848000,5641848000,5641848000,다니엘 헤니,9632208200,4816104100,3990360200,5641848000
944,마지막 늑대,2004.4.1,303851500,47731,47731,26,1646,제네시스픽쳐스(주),"(주)쇼박스,영화사풍년상회(주)",15세관람가,코미디,구자홍,황정민,양동근,구자홍,1842252000,921126000,303851500,1538400500,제네시스픽쳐스(주),303851500,303851500,303851500,303851500,황정민,4.6827E+11,36020791083,303851500,1.10934E+11,양동근,14939715100,3734928775,303851500,11220408500
673,마지막 선물,2008.2.5,1740290500,265362,265362,262,12913,(주)태원엔터테인먼트,(주)쇼박스,15세이상관람가,드라마,김영준,신현준,허준호,김영준,5046400000,2523200000,1740290500,3306109500,(주)태원엔터테인먼트,1.70008E+11,11333875334,220051200,55069686503,신현준,62290520800,10381753467,386192500,28622355500,허준호,6793496000,3396748000,1740290500,5053205500
161,마파도,2005.3.10,16751202503,2636857,2636857,178,49473,코리아 엔터테인먼트,씨제이엔터테인먼트,15세관람가,코미디,추창민,김수미,여운계,추창민,1.20664E+11,30165949318,2961381000,88908642769,코리아 엔터테인먼트,37620539003,6270089834,934380300,16751202503,김수미,54741537175,10948307435,4122996972,17792219500,여운계,16751202503,16751202503,16751202503,16751202503
307,마파도2,2007.1.18,8362778700,1407141,1407141,340,30784,코리아 엔터테인먼트,씨제이엔터테인먼트,12세이상관람가,코미디,이상훈,김수미,김영찬,이상훈,12746023200,4248674400,902219500,8362778700,코리아 엔터테인먼트,37620539003,6270089834,934380300,16751202503,김수미,54741537175,10948307435,4122996972,17792219500,김영찬,10432701200,5216350600,2069922500,8362778700
326,만남의 광장,2007.8.15,7819284000,1211528,1211528,256,28301,(주)씨와이필름,(주)쇼박스,12세이상관람가,코미디,김종진,임창정,박진희,김종진,7819284000,7819284000,7819284000,7819284000,(주)씨와이필름,8592372000,4296186000,773088000,7819284000,임창정,65384561005,6538456101,1899792000,13466476000,박진희,20637494000,5159373500,3122965500,7819284000
965,만신,2014.3.6,271945300,36303,36303,88,2840,볼,(주)엣나인필름,15세이상관람가,"다큐멘터리,드라마",박찬경,김새론,류현경,박찬경,271945300,271945300,271945300,271945300,볼,271945300,271945300,271945300,271945300,김새론,1518365800,759182900,271945300,1246420500,류현경,7339593944,2446531315,271945300,6687636000
378,만추,2011.2.17,6330669900,847891,847891,444,25637,(주)에스씨에스엔터테인먼트,씨제이엔터테인먼트,15세이상관람가,멜로/로맨스,김태용,현빈,탕웨이,김태용,7551610900,3775805450,1220941000,6330669900,(주)에스씨에스엔터테인먼트,13291492900,4430497633,3375971500,6330669900,현빈,40109457790,10027364448,508658500,29894157890,탕웨이,6330669900,6330669900,6330669900,6330669900
93,말아톤,2005.1.27,26284943000,4196840,4196840,238,59493,시네라인투(주),(주)쇼박스,전체관람가,드라마,정윤철,조승우,김미숙,정윤철,31776259500,10592086500,1849140000,26284943000,시네라인투(주),26284943000,26284943000,26284943000,26284943000,조승우,75397855812,15079571162,240262112,36181314700,김미숙,40005320000,20002660000,13720377000,26284943000
495,말죽거리 잔혹사,2004.1.16,3837152000,604969,604969,40,5511,"(주)싸이더스,㈜싸이더스픽쳐스",씨제이엔터테인먼트,15세관람가,"액션,멜로/로맨스",유하,권상우,이정진,유하,70397565999,14079513200,3837152000,25411823400,"(주)싸이더스,㈜싸이더스픽쳐스",10319461500,5159730750,3837152000,6482309500,권상우,38810490973,9702622743,3837152000,20463956973,이정진,15913875000,3978468750,465532500,7255598000
942,말하는 건축가,2012.3.8,307694700,39355,39355,21,1603,(주)두타연,"(주)두타연,(주)미디어데이",전체관람가,다큐멘터리,정재은,정기용,승효상,정재은,612579200,306289600,304884500,307694700,(주)두타연,307694700,307694700,307694700,307694700,정기용,307694700,307694700,307694700,307694700,승효상,307694700,307694700,307694700,307694700
