,title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
1349,소년감독,10005025,5216350600.0,10432701200.0,2069922500,8362778700
1350,바리새인,10049967,3501662000.0,7003324000.0,3375971500,3627352500
1351,파괴된 사나이,10004060,15764048766.0,236461000000.0,1246200228,36067171064
1352,국가대표 2,10037539,7967388451.0,79673884505.0,1073144500,21774884000
1353,"소설, 영화와 만나다",20111823,17695683795.0,17695683795.0,17695683795,17695683795
1354,바다,10001662,20292863167.0,324686000000.0,587173500,66715881300
1355,그녀의 연기,10001919,5351016039.0,58861176430.0,619287500,13200412500
1356,8월의 일요일들,10058918,3096432615.0,12385730458.0,285388958,6306680500
1357,어떻게 헤어질까,10035605,7828891800.0,7828891800.0,7828891800,7828891800
1358,퍼즐,20144380,14084309392.0,84505856350.0,746323500,35841769500
1359,작별,20133877,27644549700.0,55289099400.0,1488328000,53800771400
1360,작별,20130574,26119699000.0,26119699000.0,26119699000,26119699000
1361,그대를 사랑합니다,10056199,9695144840.0,48475724200.0,542739500,18567863300
1362,모정에 우는 두 아들,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1363,아가씨,10004236,9370094548.0,84330850929.0,439840592,35211229991
1364,짐승의 끝,10029474,20772740015.0,415455000000.0,470675000,66715881300
1365,파란입이 달린 얼굴,10060144,17328947262.0,155961000000.0,1927358500,82871781800
1366,18: 우리들의 성장 느와르,10057221,33223156033.0,199339000000.0,2191787000,66715881300
1367,희망의 별 - 이퀘지레템바,10054008,6081889146.0,79064558903.0,391554441,31313568795
1368,덫: 치명적인 유혹,10054122,9768735750.0,19537471500.0,1740340000,17797131500
1369,무게,10066929,7553381937.0,83087201311.0,255508579,29894157890
1370,돈 맛,20224231,3507839089.0,7015678177.0,2892681205,4122996972
1371,여자의 일생,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1372,사랑하는 사람아,10004236,9370094548.0,84330850929.0,439840592,35211229991
1373,친정어머니,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1374,이웃집 남자,10054493,14016473791.0,462544000000.0,387323000,66715881300
1375,건축학개론,10047367,11162693000.0,122790000000.0,1194185500,30220536000
1376,밤과 낮,10005043,3637297980.0,18186489900.0,253673000,15655329500
1377,춘하추동 로맨스,20164486,5845646000.0,5845646000.0,5845646000,5845646000
1378,콘돌은 날아간다,10066929,7553381937.0,83087201311.0,255508579,29894157890
1379,사돈의 팔촌,20232726,12300669496.0,73804016974.0,3768200759,27007303900
1380,나는 야한 여자가 좋다,10005767,7447029792.0,96811387300.0,327192000,25937216000
1381,쉿! 그녀에겐 비밀이에요,20166871,4063109250.0,8126218500.0,3375971500,4750247000
1382,맛있는 사랑공식-섹스,10057616,25411823400.0,25411823400.0,25411823400,25411823400
1383,듀엣,10001670,29824914669.0,238599000000.0,664322100,67011377000
1384,여인잔혹사 물레야 물레야,10005840,8478463114.0,118698000000.0,217269000,57570773000
1385,여인잔혹사 물레야 물레야,20165538,110934000000.0,110934000000.0,110933981730,110933981730
1386,자유부인 '81,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1387,꽃보다 처녀귀신,20121004,7591008500.0,7591008500.0,7591008500,7591008500
1388,악사들,20203671,36067171064.0,36067171064.0,36067171064,36067171064
1389,들꽃,20217026,16067030897.0,48201092692.0,976008100,42407832092
1390,마부,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1391,"자, 이제 댄스타임",20183250,38207572217.0,152830000000.0,8737864643,105169264250
1392,나는 나를 파괴할 권리가 있다,10072962,3529305500.0,3529305500.0,3529305500,3529305500
1393,U.F.O.,20165467,21968680600.0,21968680600.0,21968680600,21968680600
1394,을화,10030361,9669867399.0,67689071790.0,1899792000,20597497600
1395,렛 미 아웃,20115762,12166665420.0,60833327099.0,362910000,37654858000
1396,예스 평창!,20122771,4992149500.0,4992149500.0,4992149500,4992149500
1397,깊고 푸른 밤,10060180,4194616500.0,8389233000.0,625824000,7763409000
1398,자유부인 '81,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1399,중독애,20155824,3837152000.0,3837152000.0,3837152000,3837152000
1400,열애,20156152,13579712500.0,13579712500.0,13579712500,13579712500
1401,설인,10006155,25462725672.0,432866000000.0,297957300,135753322310
1402,설인,20151308,5984618900.0,29923094500.0,3311591000,12684530500
1403,짐작보다 따뜻하게,10055966,4409368675.0,17637474700.0,1289929200,6826959500
1404,아일랜드 - 시간을 훔치는 섬,10050782,17845350895.0,89226754475.0,251176500,34614661161
1405,저스트 프렌즈,10050563,2971358711.0,11885434842.0,361431100,5474392042
1406,철암 계곡의 혈투,10055385,10556485746.0,84451885965.0,2376146100,24509278305
1407,약탈자들,10028660,14280188149.0,228483000000.0,842501700,98463522781
1408,천상고원,20133612,38534449367.0,115603000000.0,28638460100,47102707500
1409,유신의 추억-다카키 마사오의 전성시대,20148506,4073017000.0,4073017000.0,4073017000,4073017000
1410,노르웨이의 숲,20110690,4875135257.0,73127028851.0,363899000,14710541000
1411,션샤인 러브,10050734,9937239591.0,417364000000.0,363098800,36181314700
1412,봄날은 간다,10054008,6081889146.0,79064558903.0,391554441,31313568795
1413,코인라커,20127929,17283254512.0,51849763537.0,10204359000,20844488409
1414,삼포가는 길,10030361,9669867399.0,67689071790.0,1899792000,20597497600
1415,성춘향,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1416,쉿! 그녀에겐 비밀이에요,20166871,4063109250.0,8126218500.0,3375971500,4750247000
1417,청춘그루브,10031644,3429661545.0,30866953909.0,227157000,12811265009
1418,길소뜸,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1419,기억을 만나다,20207266,21813603148.0,65440809443.0,369339300,48844889501
1420,서울연애,20112298,5950722761.0,41655059327.0,273384900,27242041463
1421,완벽한 파트너-감독판,10005043,3637297980.0,18186489900.0,253673000,15655329500
1422,벽 속의 여자,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1423,"섹스, 거짓말 그리고 비디오 테이프",10055385,10556485746.0,84451885965.0,2376146100,24509278305
1424,우리들의 행복한 시간,10000558,24448106931.0,464514000000.0,1859615500,77319445264
1425,홀리,10040551,7279902131.0,116478000000.0,312851500,28622355500
1426,별아 내 가슴에,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1427,원령,10089613,5562407500.0,11124815000.0,1534151500,9590663500
1428,스피드,10035605,7828891800.0,7828891800.0,7828891800,7828891800
1429,핑크,20224074,2475116902.0,9900467609.0,505103590,6572774337
1430,행복의 나라,20120069,9003326800.0,18006653600.0,3068195600,14938458000
1431,타클라마칸,10065946,10086708751.0,181561000000.0,273950500,60175111015
1432,이별,10040423,9040490582.0,36161962326.0,611420000,22209675300
1433,고갈,20110896,14454529674.0,173454000000.0,1246200228,77319445264
1434,여덟 번의 감정,10005043,3637297980.0,18186489900.0,253673000,15655329500
1435,울보,20189669,4650016527.0,4650016527.0,4650016527,4650016527
1436,페티쉬,10037291,5695629769.0,28478148847.0,713525000,12291081634
1437,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,10047326,2004142312.0,20041423120.0,251079500,6538927100
1438,비정한 도시 (미개봉),10065946,10086708751.0,181561000000.0,273950500,60175111015
1439,장희빈,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1440,나는 야한 여자가 좋다 3,20207827,39280982215.0,117843000000.0,23831958600,62697419249
1441,인투 더 나잇,10071139,2629587000.0,5259174000.0,1394050500,3865123500
1442,숙희,10067417,3029384777.0,9088154330.0,2452368566,3930219264
1443,감자심포니,10053861,8071799496.0,56502596474.0,2856859132,21804687513
1444,박서방,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1445,링크,10019043,5445860592.0,87133769472.0,230047000,40328508500
1446,련희와 연희,20254090,17081293569.0,68325174276.0,1160035562,61270079831
1447,보고싶다,10049950,30443431874.0,639312000000.0,274134500,115706188137
1448,겨울여자,10060180,4194616500.0,8389233000.0,625824000,7763409000
1449,성춘향,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1450,맛있는 인생,10019068,10344098571.0,72408690000.0,704635000,26119699000
1451,그리다,10035605,7828891800.0,7828891800.0,7828891800,7828891800
1452,춤추는 동물원,20166040,16512777750.0,33025555500.0,13633902000,19391653500
1453,최강전사 미니특공대: 영웅의 탄생,10047326,2004142312.0,20041423120.0,251079500,6538927100
1454,군사통제구역 팔이공지대,10028480,4278230127.0,17112920507.0,357963117,9846423390
1455,내부자들: 디 오리지널,20231126,59580494194.0,178741000000.0,16973885275,105169264250
1456,주리,10043371,15195210043.0,273514000000.0,1074486100,44098470600
1457,오싱,10004236,9370094548.0,84330850929.0,439840592,35211229991
1458,꿈의 공장,20127194,15438677649.0,308774000000.0,359247800,48700887413
1459,맨발의 청춘,10047331,17038639000.0,17038639000.0,17038639000,17038639000
1460,"씨, 베토벤",20156304,18064632163.0,252905000000.0,951843500,43488814535
1461,남자가 사랑할 때,10090290,26051666498.0,755498000000.0,273120000,110933981730
1462,마법사들,10062050,21397934721.0,235377000000.0,308882000,105169264250
1463,맨발의 청춘,10047331,17038639000.0,17038639000.0,17038639000,17038639000
1464,박쥐,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1465,살결,20195862,4754501771.0,4754501771.0,4754501771,4754501771
1466,물망초,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1467,장군의 아들,10006345,8012294150.0,16024588300.0,2558112300,13466476000
1468,님은 먼 곳에,10037539,7967388451.0,79673884505.0,1073144500,21774884000
1469,만추,10088975,17281196926.0,138250000000.0,253673000,63783051326
1470,서방님 따라서,10072216,14215923053.0,42647769159.0,1651122533,33986449500
1471,콩가네,20143806,15202678830.0,532094000000.0,220051200,77319445264
1472,하숙생,10040423,9040490582.0,36161962326.0,611420000,22209675300
1473,혼자,20209046,28295921227.0,84887763680.0,8330342500,44382020516
1474,혼자,20165469,15687180500.0,15687180500.0,15687180500,15687180500
1475,레쓰링,10072338,4545859263.0,36366874100.0,312851500,13466476000
1476,영화제국 신필름의 역사,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1477,미스터 컴퍼니,20161434,5739824500.0,5739824500.0,5739824500,5739824500
1478,마부,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1479,식객,10003507,6640451677.0,126169000000.0,304884500,18979312500
1480,나나나 : 여배우 민낯 프로젝트,10003756,3315382033.0,19892292200.0,273120000,7324579000
1481,건축학개론,10047367,11162693000.0,122790000000.0,1194185500,30220536000
1482,4등,20161741,11839849710.0,94718797680.0,284073700,43484892913
1483,비단구두,10072168,30466000375.0,700718000000.0,217269000,135753322310
1484,복수는 나의 것,10040665,10463864360.0,167422000000.0,522848900,40328508500
1485,숨,20291227,31225419792.0,31225419792.0,31225419792,31225419792
1486,숨,20227774,4080598200.0,8161196400.0,3409535000,4751661400
1487,청출어람,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1488,달에 부는 바람,20267582,3948158400.0,3948158400.0,3948158400,3948158400
1489,미워도 다시 한번,20227374,36067171064.0,36067171064.0,36067171064,36067171064
1490,김약국의 딸들,20159385,3865123500.0,3865123500.0,3865123500,3865123500
1491,탈주,20162006,13844624000.0,13844624000.0,13844624000,13844624000
1492,건축학개론,10047367,11162693000.0,122790000000.0,1194185500,30220536000
1493,플랑크 상수,10005508,31961744173.0,95885232518.0,7420399500,44395967609
1494,망치,10005137,3374167300.0,6748334600.0,209407500,6538927100
1495,친절한 금자씨,10056670,20483051393.0,20483051393.0,20483051393,20483051393
1496,귀로(歸路),10005896,15242388250.0,30484776500.0,13446137500,17038639000
1497,욕망의 독: 중독,10089395,25884541507.0,51769083013.0,3068195600,48700887413
1498,마녀,20112298,5950722761.0,41655059327.0,273384900,27242041463
1499,나인데이즈,10037157,3835347640.0,19176738200.0,997380500,7957651500
1500,고교얄개,20254749,27248705990.0,27248705990.0,27248705990,27248705990
1501,고교얄개,20195899,7828891800.0,7828891800.0,7828891800,7828891800
1502,뷰티풀 차일드,20155866,11220408500.0,11220408500.0,11220408500,11220408500
1503,가족의 탄생,10026732,11552042921.0,219489000000.0,237013700,58167040145
1504,꼭 껴안고 눈물 핑,10001765,6620785280.0,46345496963.0,704635000,30220536000
1505,위기의 여자,10040423,9040490582.0,36161962326.0,611420000,22209675300
1506,장희빈,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1507,고종황제와 의사 안중근,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1508,의적 일지매,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1509,환타스틱 모던가야그머,20160330,4639709300.0,4639709300.0,4639709300,4639709300
1510,빨간 마후라,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1511,우리가족,10006155,25462725672.0,432866000000.0,297957300,135753322310
1512,우리가족,20151308,5984618900.0,29923094500.0,3311591000,12684530500
1513,탐욕의 별,10005383,24843986856.0,621100000000.0,273384900,98463522781
1514,경복,20261569,56445023256.0,56445023256.0,56445023256,56445023256
1515,여자의 일생,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1516,누구나 제 명에 죽고 싶다,10072552,7684187767.0,23052563300.0,1221713500,20392518000
1517,내비게이션,10090096,3027948874.0,15139744369.0,372281300,7410215569
1518,윤희,20133296,6383653500.0,6383653500.0,6383653500,6383653500
1519,하녀,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1520,동심초,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1521,미워도 다시 한번,20227374,36067171064.0,36067171064.0,36067171064,36067171064
1522,남과 북,10047331,17038639000.0,17038639000.0,17038639000,17038639000
1523,노다지,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1524,숲속의 부부,20176563,6768726632.0,27074906528.0,440536500,21641740000
1525,내시,10040423,9040490582.0,36161962326.0,611420000,22209675300
1526,공동경비구역 JSA,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1527,이 생명 다하도록,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1528,하녀,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1529,허스,10006368,2268120250.0,4536240500.0,1313457500,3222783000
1530,베드,20158571,8581442100.0,8581442100.0,8581442100,8581442100
1531,사랑방 손님과 어머니,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1532,빨간 마후라,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1533,이쁜 것들이 되어라,20128234,15355000574.0,30710001147.0,9316548500,21393452647
1534,빙점 '81,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1535,군도: 민란의 시대,10087253,29076804145.0,901381000000.0,274134500,115706188137
1536,벙어리 삼룡이,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1537,자유 결혼,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1538,워킹 스트리트,10030307,13562133667.0,40686401000.0,4159767500,26284943000
1539,물망초,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1540,박서방,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1541,벙어리 삼룡이,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1542,이브의 유혹 - 그녀만의 테크닉,10035474,4516700500.0,9033401000.0,1777803000,7255598000
1543,옥희의 영화,10055970,7475272746.0,149505000000.0,273384900,34222160500
1544,떠날 때는 말없이,10047331,17038639000.0,17038639000.0,17038639000,17038639000
1545,효녀 심청,20155963,13420381653.0,26840763305.0,10204359000,16636404305
1546,효녀 심청,20194984,28811011456.0,28811011456.0,28811011456,28811011456
1547,댄스타운,10013826,19336152944.0,754110000000.0,728085000,110933981730
1548,공동경비구역 JSA,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1549,인목대비,20130080,11200872500.0,11200872500.0,11200872500,11200872500
1550,방자전,10005749,11122265806.0,200201000000.0,844714600,63783051326
1551,최후의 만찬,20196189,3649089029.0,7298178058.0,2750311500,4547866558
1552,수상한 그녀,10040874,15476710846.0,278581000000.0,230047000,88908642769
1553,겨울여자,10060180,4194616500.0,8389233000.0,625824000,7763409000
1554,민우씨 오는 날,10026825,20015463775.0,80061855099.0,4159767500,55827861500
1555,미워도 다시 한번,20227374,36067171064.0,36067171064.0,36067171064,36067171064
1556,별들의 고향,10040423,9040490582.0,36161962326.0,611420000,22209675300
1557,그 여자 그 남자의 속사정,20155416,22486492000.0,22486492000.0,22486492000,22486492000
1558,미국인친구,10007542,9086672740.0,45433363700.0,387323000,35841769500
1559,독,10058918,3096432615.0,12385730458.0,285388958,6306680500
1560,초대받은 사람들,10005840,8478463114.0,118698000000.0,217269000,57570773000
1561,초대받은 사람들,20165538,110934000000.0,110934000000.0,110933981730,110933981730
1562,착한 처제,10000693,7725670357.0,54079692500.0,312851500,31959686000
1563,마부,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1564,차이나 블루,10030307,13562133667.0,40686401000.0,4159767500,26284943000
1565,암살,10061467,50583327745.0,354083000000.0,3642176500,98463522781
1566,로맨스 빠빠,10040423,9040490582.0,36161962326.0,611420000,22209675300
1567,협상,10088975,17281196926.0,138250000000.0,253673000,63783051326
1568,만추,10088975,17281196926.0,138250000000.0,253673000,63783051326
1569,망부석,10040423,9040490582.0,36161962326.0,611420000,22209675300
1570,빨간 마후라,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1571,카이: 거울 호수의 전설,20163950,6383653500.0,6383653500.0,6383653500,6383653500
1572,빙점 '81,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1573,슬로우 비디오,10071209,20126261981.0,301894000000.0,459220000,115706188137
1574,봄날은 간다,10054008,6081889146.0,79064558903.0,391554441,31313568795
1575,만추,10088975,17281196926.0,138250000000.0,253673000,63783051326
1576,돌멩이의 꿈,10071183,17668196520.0,88340982600.0,2673832500,37654858000
1577,개와 늑대 사이의 시간,10042830,13106427495.0,366980000000.0,415009400,105169264250
1578,색끈한 퓨전사극 심청야사,20157848,20642499200.0,41284998400.0,4992149500,36292848900
1579,서울연애,20112298,5950722761.0,41655059327.0,273384900,27242041463
1580,그랜드파더,10028490,5451201505.0,32707209028.0,230206600,11515559845
1581,낙원-파라다이스,10070224,4815589729.0,33709128100.0,359247800,13200412500
1582,소나기,20183236,15191410570.0,136723000000.0,3460460230,27007303900
1583,소중한 날의 꿈,10028892,20412339315.0,163299000000.0,361431100,91431950670
1584,스파이 파파,10027768,3240116949.0,9720350846.0,1784542300,5028497000
1585,빙점,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1586,유부녀들,20114653,20668104611.0,103341000000.0,1738293033,44395967609
1587,처음 만난 사람들,10072934,10872939972.0,119602000000.0,1246200228,20483051393
1588,어느 여대생의 고백,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1589,사월의 끝,20137001,13190596988.0,65952984942.0,2673489440,42407832092
1590,양치기들,20112032,28195703032.0,84587109097.0,3319505433,77319445264
1591,지구에서 사는 법,20166871,4063109250.0,8126218500.0,3375971500,4750247000
1592,동심초,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1593,짐승,20113881,7092793841.0,35463969203.0,2564487300,13489904632
1594,두만강아 잘 있거라,20127612,13844624000.0,13844624000.0,13844624000,13844624000
1595,무정,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1596,엘 꼰도르 빠사,20066563,9520451069.0,104725000000.0,297957300,22960890000
1597,압록강은 흐른다,10040262,5613806523.0,28069032614.0,322062200,9929947065
1598,가을비 우산속에,10040423,9040490582.0,36161962326.0,611420000,22209675300
1599,돌아온 사나이,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1600,벽 속의 여자,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1601,"메밀꽃, 운수 좋은 날, 그리고 봄봄",10060043,25251113145.0,505022000000.0,748936684,115706188137
1602,애니 프란체스카,10028859,2821487150.0,5642974300.0,532419300,5110555000
1603,청춘학당2 기생난입야사,20218390,4376240500.0,4376240500.0,4376240500,4376240500
1604,겨울여자,10060180,4194616500.0,8389233000.0,625824000,7763409000
1605,감금의 시간,20155264,18567863300.0,18567863300.0,18567863300,18567863300
1606,방독피,10060144,17328947262.0,155961000000.0,1927358500,82871781800
1607,국제시장,10090290,26051666498.0,755498000000.0,273120000,110933981730
1608,블러디쉐이크,20112423,15160126557.0,136441000000.0,311840500,48844889501
1609,폐가,20111719,6913563400.0,27654253600.0,1090835800,23831958600
1610,바람_감독판,10090300,3274320750.0,6548641500.0,746323500,5802318000
1611,대결,20165467,21968680600.0,21968680600.0,21968680600,21968680600
1612,박쥐,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1613,언니는 말괄량이,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1614,내시,10040423,9040490582.0,36161962326.0,611420000,22209675300
1615,북촌방향,10004317,9434280025.0,37737120100.0,365477200,27007303900
1616,클래식,10036883,23056183424.0,368899000000.0,2027581239,66372140706
1617,돌아오지 않는 해병,10002158,33986449500.0,33986449500.0,33986449500,33986449500
1618,내 청춘에게 고함,10006120,10326579249.0,144572000000.0,274134500,66372140706
1619,젊은 엄마,20224231,3507839089.0,7015678177.0,2892681205,4122996972
1620,미워도 다시 한번 '80,10054455,25820101000.0,51640202000.0,17653752500,33986449500
1621,메밀꽃 필 무렵,20126810,82065204987.0,492391000000.0,36292848900,135753322310
1622,메이드 인 차이나,10028507,18890264602.0,113342000000.0,1505964500,55827861500
1623,장한몽,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1624,미워도 다시 한번 '80 제2부,10004995,25724826959.0,231523000000.0,220051200,82871781800
1625,댄서김의 은밀한 교수법,20148018,15589002695.0,31178005390.0,1283847500,29894157890
1626,검은 사제들,10005276,24665075936.0,690622000000.0,1453890000,93665632500
1627,스파이,10035772,19385766013.0,426487000000.0,759481000,81025004000
1628,별들의 고향,10040423,9040490582.0,36161962326.0,611420000,22209675300
1629,모정에 우는 두 아들,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1630,친절한 금자씨,10056670,20483051393.0,20483051393.0,20483051393,20483051393
1631,미망인,20111086,30037161000.0,30037161000.0,30037161000,30037161000
1632,시월애,10057315,51004139315.0,714058000000.0,220051200,115706188137
1633,"울지마, 톤즈",10054928,12320212050.0,73921272300.0,696954300,57570773000
1634,오발탄,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1635,고교얄개,20254749,27248705990.0,27248705990.0,27248705990,27248705990
1636,고교얄개,20195899,7828891800.0,7828891800.0,7828891800,7828891800
1637,남편만 몰라요,10072321,55827861500.0,55827861500.0,55827861500,55827861500
1638,올드보이,10072251,31786860561.0,445016000000.0,1928502500,135753322310
1639,우리 선희,10062071,12642700856.0,240211000000.0,237013700,93042352648
1640,우리 선희,20157089,9179188500.0,9179188500.0,9179188500,9179188500
1641,하녀,10005896,15242388250.0,30484776500.0,13446137500,17038639000
1642,동심초,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1643,계춘할망,10054391,6507425174.0,117134000000.0,237013700,27446302382
1644,강화도령,10072618,13448848500.0,13448848500.0,13448848500,13448848500
1645,설계,20238986,7989665618.0,31958662470.0,347980800,16155829131
1646,관음증,20164117,9322812000.0,9322812000.0,9322812000,9322812000
1647,미녀전쟁,20135927,7652767000.0,7652767000.0,7652767000,7652767000
1648,참외향기,10069842,7997932830.0,271930000000.0,284106600,81025004000
1649,우리들의 헤어진 여자친구,20113225,22222419718.0,244447000000.0,3562190000,88908642769
1650,착한 여비서의 목적,10003926,8759204600.0,8759204600.0,8759204600,8759204600
1651,암굴왕,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1652,경주,10029474,20772740015.0,415455000000.0,470675000,66715881300
1653,흙,10026794,3990896217.0,7981792433.0,1651122533,6330669900
1654,복수는 나의 것,10040665,10463864360.0,167422000000.0,522848900,40328508500
1655,하하하,10004396,11196881099.0,134363000000.0,262191500,44098470600
1656,소명 2-모겐족의 월드컵,10004624,28233656167.0,84700968500.0,9337976000,57570773000
1657,여행,20154873,56322098349.0,56322098349.0,56322098349,56322098349
1658,맛2,20224231,3507839089.0,7015678177.0,2892681205,4122996972
1659,고백,10005043,3637297980.0,18186489900.0,253673000,15655329500
1660,하얀 까마귀,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1661,비스티걸스,10001724,1834723960.0,9173619800.0,227157000,3286151000
1662,여기보다 어딘가에,10071134,8204334875.0,32817339500.0,1927358500,18459203000
1663,서울의 지붕 밑,20128924,16226580642.0,16226580642.0,16226580642,16226580642
1664,그녀들의 방,10062071,12642700856.0,240211000000.0,237013700,93042352648
1665,그녀들의 방,20157089,9179188500.0,9179188500.0,9179188500,9179188500
1666,행복한 울릉인,10007590,6023089611.0,30115448053.0,599122500,17695683795
1667,뽀로로 극장판 컴퓨터 왕국 대모험,10055966,4409368675.0,17637474700.0,1289929200,6826959500
1668,8월의 크리스마스,10087518,11578478561.0,150520000000.0,934380300,52355568637
1669,여사장,20130080,11200872500.0,11200872500.0,11200872500,11200872500
1670,삼포가는 길,10030361,9669867399.0,67689071790.0,1899792000,20597497600
1671,미워도 다시 한번 2,20227374,36067171064.0,36067171064.0,36067171064,36067171064
1672,미워도 다시 한번 2,20227374,36067171064.0,36067171064.0,36067171064,36067171064
1673,겨울로 가는 마차,10004995,25724826959.0,231523000000.0,220051200,82871781800
1674,멜로,10006368,2268120250.0,4536240500.0,1313457500,3222783000
1675,사랑의 조건,20155963,13420381653.0,26840763305.0,10204359000,16636404305
1676,사랑의 조건,20194984,28811011456.0,28811011456.0,28811011456,28811011456
1677,프락치,10046994,11065529664.0,22131059328.0,3741046828,18390012500
1678,극장판 안녕 자두야,20234807,2481699633.0,7445098900.0,310302500,4999149100
1679,봄날은 간다,10054008,6081889146.0,79064558903.0,391554441,31313568795
1680,방가? 방가!,10005410,16528508726.0,363627000000.0,314542400,88908642769
1681,길소뜸,10005814,18155398279.0,72621593116.0,4376240500,33986449500
1682,하얀전쟁,10043371,15195210043.0,273514000000.0,1074486100,44098470600
1683,달려라 자전거,10087820,20633201751.0,206332000000.0,637892500,88908642769
1684,비밀은 없다,10036883,23056183424.0,368899000000.0,2027581239,66372140706
1685,로맨스 빠빠,10040423,9040490582.0,36161962326.0,611420000,22209675300
1686,"나의 사랑, 나의 신부",10029293,16931436810.0,169314000000.0,362910000,81025004000
1687,8월의 크리스마스,10087518,11578478561.0,150520000000.0,934380300,52355568637
1688,빙점 '81,10007493,4376240500.0,4376240500.0,4376240500,4376240500
1689,어디로 갈까요?,20112163,3993152445.0,43924676900.0,428376400,15655329500
1690,등산의 목적,20224068,12551359521.0,25102719041.0,8946889910,16155829131
1691,시,20155963,13420381653.0,26840763305.0,10204359000,16636404305
1692,시,20194984,28811011456.0,28811011456.0,28811011456,28811011456
1693,마중: 커피숍 난동 수다 사건,20212660,27780535902.0,138903000000.0,2500814949,63783051326
1694,마지막 찻잔,10056694,11014996500.0,22029993000.0,4376240500,17653752500
1695,화차,10055970,7475272746.0,149505000000.0,273384900,34222160500
1696,나홀로 휴가,10029480,19831435242.0,198314000000.0,360833100,95868830649
1697,"혜화, 동",10053565,8692134228.0,78229208056.0,522848900,30037161000
1698,구름은 흘러도,20220846,9771282105.0,107484000000.0,976008100,54035565100
1699,서울,20218680,52741903325.0,105484000000.0,314542400,105169264250
1700,뽀로로 극장판 슈퍼썰매 대모험,10055966,4409368675.0,17637474700.0,1289929200,6826959500
1701,여배우들,10001825,2332085500.0,9328342000.0,274134500,4441859000
1702,정글피쉬2,20112211,14493604077.0,28987208154.0,3575384754,25411823400
1703,서울역,10019065,28834863777.0,663202000000.0,230047000,135753322310
1704,박쥐,10037018,37632110651.0,677378000000.0,4243936350,95868830649
1705,물 없는 바다,20069196,25914519400.0,103658000000.0,369339300,82871781800
1706,마더,10006390,9542629122.0,28627887365.0,2329754965,19967462500
1707,선지자의 밤,20112011,11266624568.0,101400000000.0,1651122533,27242041463
1708,48미터,10029573,15816094241.0,221425000000.0,1313457500,38532269000
1709,말하는 건축가,20218430,22389535897.0,22389535897.0,22389535897,22389535897
